1;0;1568.00;11.55;2264.00;0.00;0.80
2;0;2822.00;10.35;2020.00;0.00;0.64
3;0;3160.00;9.95;1532.00;0.00;0.24
4;0;2731.00;9.70;1055.00;0.00;0.20
5;0;2034.00;14.57;1353.00;0.00;0.32
6;0;1693.00;13.35;1760.00;0.00;0.72
7;0;2772.00;10.10;2144.00;0.00;0.68
8;0;3085.00;9.70;243.00;0.00;0.24
9;0;2632.00;9.70;2228.00;0.00;0.68
10;0;1758.00;9.70;1195.00;0.00;0.36
11;0;3296.00;9.70;2150.00;0.00;0.72
12;0;3325.00;9.70;2149.00;0.00;0.64
13;0;2166.00;11.00;1934.00;0.00;0.60
14;0;3294.00;9.70;2200.00;0.00;0.60
15;0;2374.00;16.57;513.00;0.00;0.52
16;0;2667.00;9.50;2072.00;0.00;0.36
17;0;542.00;9.50;2280.00;0.00;0.12
18;0;2799.00;9.75;2190.00;0.00;0.84
19;0;3422.00;9.70;74.00;0.00;0.36
20;0;3099.00;9.70;1983.00;0.00;0.76
21;0;2566.00;9.80;2064.00;0.00;0.68
22;0;1572.00;16.10;1248.00;0.00;0.36
23;0;1619.00;16.82;2130.00;0.00;0.76
24;0;3156.00;9.70;2021.00;0.00;1.08
25;0;1901.00;15.30;1561.00;0.00;0.48
26;0;3461.00;9.95;2090.00;0.00;0.32
27;0;2667.00;9.77;372.00;0.00;0.72
28;0;2361.00;10.90;1207.00;0.00;0.68
29;0;1986.00;11.07;2105.00;0.00;0.68
30;0;3968.00;10.32;2081.00;0.00;0.28
31;0;2084.00;10.42;2292.00;0.00;0.52
32;0;1586.00;12.42;2225.00;0.00;0.84
33;0;1579.00;9.70;1267.00;0.00;0.28
34;0;2793.00;9.70;421.00;0.00;0.60
35;0;2748.00;9.70;371.00;0.00;0.36
36;0;1627.00;11.32;1292.00;0.00;0.28
37;0;3829.00;10.65;2292.00;0.00;0.60
38;0;2181.00;15.22;789.00;0.00;0.64
39;0;1451.00;9.97;1518.00;0.00;0.32
40;0;2665.00;9.70;2274.00;0.00;0.72
41;0;3193.00;9.70;810.00;0.00;0.32
42;0;1838.00;15.82;1748.00;0.00;0.64
43;0;2196.00;13.90;1255.00;0.00;0.60
44;0;1646.00;15.30;1523.00;0.00;0.52
45;0;3083.00;9.70;2191.00;0.00;0.68
46;0;3536.00;9.70;454.00;0.00;0.28
47;0;2864.00;9.70;428.00;0.00;0.52
48;0;3906.00;10.47;2063.00;0.00;0.28
49;0;2396.00;11.07;1416.00;0.00;0.72
50;0;4059.00;10.10;2172.00;0.00;0.84
52;0;2537.00;9.70;1245.00;0.00;0.72
